CHAR,DIALOG,NAME,_ID,RUNTIMEINMINUTES,ACADEMYAWARDNOMINATIONS,ACADEMYAWARDWINS,RELEASE_YEAR,DL_LEN
GIMLI,They flee to the mountains when they should stand and fight. Who will     defend them if not their king?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,104
FARAMIR,Frodo......they say a dark terror dwells in the passes above Minas      Morgul. You cannot go that way.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,103
MERRY,"Good luck trying to find something decent around here. ,Probably only dead rats and      mouldy bread.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,103
SAM,Nothing.Just a bit of seasoning.I thought maybe if we was havinga roast chicken one night or something.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,103
MERRY,"Share it? ,No. No. ,Dead plant and all that. Don't think he'd understand. ,Could be a distant relative.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,103
SARUMAN,This night......the land will be stainedwith the blood of Rohan!March to Helm's Deep!Leave none alive!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,102
TREEBEARD,"You are young and brave, Master Merry. But your part in this tale is over.      Go back to your home.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,102
FARAMIR,The Shire must truly be a great realm      Master Gamgee......where gardeners are held in high honor.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,101
GOLLUM,"Oh, yes, we could.Spoil a nice fish. ,Give it to us raw...    ,...and wriggling.You keep nasty chips.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,101
EOWYN,"My lord, your son......he is dead. , My lord? Uncle? Will you not go to him? Will you do     nothing?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,101
TREEBEARD,Die? No.We lost them.And now we cannot find them. I don't suppose you've seen Entwives in the Shire?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,100
GIMLI,Three days and nights pursuit.No food. No rest.And no sign of our quarrybut what bare rock can tell.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,100
THEODEN,Yes.........Yes.........The horn of Helm Hammerhand......shall sound in the Deep......one last time.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,100
HAMA,"I cannot allow you before Theoden King so armed, Gandalf     Greyhame. By order of Grima Wormtongue.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,100
GRIMA,I understand. His passing is hard to accept. Especially now     that your brother has deserted you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,99
FRODO,"The Ring will not save Gondor.      , It has only the power to destroy.      Please......Iet me go.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,99
GIMLI,"Forty-two? That's not bad for a pointy-eared Elvish princeling. I myself am sitting pretty on 43.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,98
SAM,"Boil them, mash themstick them in a stew.Lovely, big, golden chipswith a nice piece of fried fish.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,98
ARAGORN,He's only doing what he thinks is best for his people. Helm's Deep has     saved them in the past.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,98
FRODO,"This is Sting.You've seen it before......haven't you, Gollum?Release him or I'll cut your throat.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,97
GRIMA,"Even if it is breached, it would takea number beyond reckoning......thousands, to storm the Keep.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,97
GIMLI,I'm wasted on cross-country.We Dwarves are natural sprinters.Very dangerous over short distances.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,97
SARUMAN,The Horse-Men took your lands.They drove your people into the hillsto scratch a living off rocks.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,97
TREEBEARD,They have business with the Orcs. My business is with lsengard tonight......with rock and stone.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,96
MERRY,"Hasty? Our friends are out there. ,They need our help. They cannot fight this war on their own.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,95
GOLLUM,"What does it eats?Is it tasty? ,It tries to chokes us!We can't eats Hobbit food!We must starve!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,95
ARAGORN,You're a daughter of kings......a shieldmaiden of Rohan.I do not think that would be your fate.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,95
TREEBEARD,"And those little family of field mice......that climb up sometimes, and they tickle me awfully.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,95
GOLLUM,Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,95
FRODO,"You have no idea what it did to him......what it's still doing to him.,I want to help him, Sam.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,95
EOMER,"Hasufel! Arod! ,May these horses bear you to betterfortune than their former masters.,Farewell.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,95
THEODEN,I want every man and strong     lad able to bear arms......to be ready for battle by nightfall.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,95
GOLLUM,Where would you be without me?Gollum. Gollum.I saved us.It was me. We survived because of me.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,93
ARAGORN,I was raised in Rivendell......for a time.Turn this fellow free. He's     seen enough of war.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,93
GOLLUM,"See? See?We've led you out.Hurry, Hobbitses. Hurry! Very lucky we find you.    ,Nice Hobbit.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,92
PIPPIN,"Please, Merry.You're what? Three-foot-six? At the most?Whereas me, I'm pushing 3'7"". ,3'8""!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,91
ARAGORN,Tell the women and children      to make for the mountain pass. And barricade the entrance!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,91
GIMLI,Talking trees.What do trees have to talk about?Except the consistencyof squirrel droppings.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,91
GOLLUM,"No, no birdses to eat.No crunchable birdses.We are famished! Yes!Famished we are, precious!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,91
LEGOLAS,"They have feelings, my friend.The Elves began it.Waking up the treesteaching them to speak.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,91
TREEBEARD,"I have told your names to the Entmoot......and we have agreed......you are not      Orcs.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,90
EOMER,Look for your friends.But do not trust to hope.It has forsaken these lands. We ride north!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,90
GANDALF,Your fingers would remember their old strength     better......if they grasped your sword.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,90
GANDALF,One stage of your journey is over.Another begins. We must travel to Edoras with all speed.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,90
TREEBEARD,"The Ents cannot hold back this storm. We must weather such things as we have always done.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,90
FARAMIR,And where is your skulking friend? That gangrel creature. He had an ill-favored     look.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,89
HAMA,By order of the king......the city must empty. We make for the refuge of     Helm's Deep.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,89
PIPPIN,"It's perfect. One barrel each.,Wait.      Do you think we should share it with Treebeard?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,89
ORC,"But, my lord, there are too many!They cannot all be armed in timewe don't have the means.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,89
GALADRIEL,"I amar prestar aen... han mathon ne nen, han mathon ne chae a han noston     ned 'wilith.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,89
SAM,I hate this place. It's too quiet.There's been no sight nor soundof a bird for two days.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,88
GANDALF,Shadowfax.He is the lord of all horses......and has been my friendthrough many dangers.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,87
TREEBEARD,There is no curse in Elvish......Entish or the tongues of Men......for this treachery.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,86
FRODO,"We are Hobbits of the Shire. Frodo Baggins is my name, and this is     Samwise Gamgee.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,86
UGLUK,I don't take orders from Orc-maggots.Saruman will have his prize.We will deliver them.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,86
ARAGORN,"No, my lord! No, my lord. Let him go. Enough blood has been     spilt on his account.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,85
FRODO,"I know what I have to do, Sam.The Ring was entrusted to me.It's my task.Mine! My own!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,85
EOMER,"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,85
FRODO,"Gollum says there's a path......near Minas Morgul that climbs up into the mountains.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,85
SMEAGOL,"We told him to go away.And away he goes, precious. ,Gone! Gone! Gone!Smeagol is free!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,85
GANDALF VOICEOVER,From the lowest dungeonto the highest peak...... I fought with the Balrogof Morgoth.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,84
SARUMAN,Gandalf the White.Gandalf the Fool!Does he seek to humble mewith his newfound piety?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,84
GOLLUM,Wraiths!Wraiths on wings!They are calling for it.They are calling for the precious.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,83
EOMER,He was ambushed by Orcs.If we don't defend our countrySaruman will take it by force,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,83
GANDALF,"Gandalf? ,Yes.That was what they used to call me.Gandalf the Grey.That was my name.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,83
GRIMA,This order does not come from me.It comes from the king.He signed it this morning.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,82
GANDALF,The battle for Helm's Deep is over. The battle for Middle-earth is about to begin.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,82
THEODEN,Draw all our forces behind the wall.Bar the gate.And set a watch on the surround.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,81
EOMER,"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,81
GANDALF VOICEOVER,Look to my coming at first light on the fifth day. At dawn......Iook to the east.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,81
SAM,"Oh, save us.My old Gaffer would have a thing or twoto say if he could see us now.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,81
SAM,What is that horrid stink?I warrant there's a nasty bog nearby. Can you smell it?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,81
MADRIL,"We pulled 500 men at Osgiliath. If their city is attacked, we won't hold     it.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,80
FRODO,"What do you know about it?Nothing! ,I'm sorry, Sam. I don't knowwhy I said that.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,80
GANDALF VOICE OVER,Until at last I threw downmy enemy......and smote his ruinupon the mountainside.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,80
MERRY,Did you hear that?There it is again.Something's not right here.Not right at all.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,80
GOLLUM,"They are young.They are tender. They are nice.Yes, they are. Eat them. Eat them!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,80
GANDALF,I am Gandalf the White.And I come back to you now......at the turn of the tide.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,79
PIPPIN,Why are there so few of youwhen you have lived so long? Are there Ent children?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,79
MORWEN,Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,79
SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,79
ARAGORN,Is there no other way for the women      and children to get out of the caves?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,78
GOLLUM,Master says to show himthe way into Mordor.So good Smeagol doesmaster says so.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,78
HAMA,Do not burden yourself with treasures. Take only what provisions you     need.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,78
GOLLUM,No! We won't go back.Not there. Not to him.They can't make us. Gollum! Gollum!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,78
TREEBEARD,Many of these trees were my friends. Creatures I had known from nut and acorn.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,78
GIMLI,"He was twitching......because he's got my axe ,embedded in his nervous system!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,78
GANDALF,The courtesy of your hall is somewhat lessened of late......Theoden     King.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,77
SAM,"That there's some good in this world, Mr. Frodo. And it's worth fighting for.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,77
GANDALF,(looking back out to Mordor) All our hopes now lie with two little Hobbits...,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,77
BOROMIR,Leaves more time for drinking!     Break out the ale! These men are thirsty!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,76
THEODEN,Get the wounded on horses.The wolves of lsengard will return.Leave the dead.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,76
GANDALF,Do not regret your decision to leave him.Frodo must finish this task alone.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,75
URUK-HAI,I'm starving.We ain't had nothing but maggoty breadfor three stinking days.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,75
TREEBEARD,Bru-ra-hroom.There have been no Entingsfor a terrible long count of years.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,74
GANDALF,Theoden......son of Thengel......too long have you sat in     the Shadows.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,74
ARAGORN,"In one thing you have not changeddear friend.,You still speak in riddles.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,73
SAM,"I know, Mr. Frodo.I doubt even these Elvish cloakswill hide us in there.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,72
EOMER,Too long have you watched my sister.Too long have you haunted her steps.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,72
TREEBEARD,Away with you.You should not be waking.Eat earth. Dig deep. Drink water.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,72
SAM,"He's trying to trick us.If we let him go, he'll throttle usin our sleep.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,72
ELROND,"Arwen. ,Tollen i l'. I chair gwannar     na Valannor. Si bado, no c'rar.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,72
THEODEN,"I have fought many wars, Master Dwarf. I know how to defend my own keep.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,72
SMEAGOL,"Come on, Hobbits. Long ways to go yet. , Smeagol will show you the way.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,71
ROHAN STABLEMAN,"That horse is half mad, my lord. There's nothing you can do. Leave him.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,71
LEGOLAS,That is one of the Mearas......unless my eyes are cheatedby some spell.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,71
PIPPIN,"Oh, yes. It's a quality establishment. I hear the staff are very good.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,70
MORWEN,Eothain! Eothain!You take your sister.You'll go faster with just two.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,69
GOLLUM,"No, no, no hard feelings. Gollum, Gollum. ,Yes, master. Nice Hobbits.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,69
THEODEN,Your leechcraft would have had me crawling on all fours like a beast!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,69
UGLUK,They have something.An Elvish weapon.The master wants it for the war.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,69
GOLLUM,Of course he did. I told you he was tricksy. I told you he was false.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,69
GOLLUM,"lt is the only way. Master says we must go to Mordor, so we must try.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,69
ARAGORN,King Theoden has a good memory.He was only a small child at the time.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,69
GIMLI,"Well, lad, whatever luck you live by, let's hope it lasts the night.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,68
FRODO,"Don't hurt him! ,Smeagol, don't struggle. Smeagol, listen     to me.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,68
GOLLUM,To make his war.The last war that will coverall the world in Shadow.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,68
FARAMIR,There are no travelers in this land.Only servants of the Dark Tower.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,68
ARAGORN,There are few of us left.The Northern Kingdomwas destroyed long ago.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,68
ARAGORN,She is sailing to the Undying Landswith all that is left of her kin.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,68
SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,68
LEGOLAS,Shall I describe it to you? Or would you like me to find you a box?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,67
THEODEN,"Fell deeds, awake. Now for wrath......now for ruin and a red dawn.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,67
GOLLUM,They do not see what lies aheadWhen sun has failed and moon is dead,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,67
GIMLI,It's all right. Nobody panic.That was deliberate.It was deliberate.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,67
FRODO,"Maybe he does deserve to die.But now that I see him, I do pity him.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,67
TREEBEARD,Maybe you are......and maybe you aren't.The White Wizard will know.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,67
FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,67
ELROND,He is not coming back.Why do you linger herewhen there is no hope?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,66
SNAGA,"Yeah!Why can't we have some meat?! ,What about them?They're fresh.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,66
LEGOLAS,They've run as if the very whipsof their masters were behind them.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,66
ARAGORN,"A      Eruch'n, '-dano i faelas a hyn an uben tanatha le faelas! ,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,66
GRISHNAK,You're lateOur master grows impatient.He wants the Shire-rats now.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,66
GRIMA,"There were threewho followed the wizard.An Elf, a Dwarf and a Man.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,66
SAM,Bogs and ropeand goodness knows what.It's not natural. None of it.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,66
FRODO,You were not so very differentfrom a Hobbit once.Were you?Smeagol.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,66
LEGOLAS,The Uruks turn northeast.They are taking the Hobbits to lsengard.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,65
GOLLUM,"Yes, precious, she could. And then we takes it once they're dead.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,65
GRIMA,That is a lie.Saruman the White has ever beenour friend and ally.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,65
FRODO,"Smeagol. , Master is here.     Come, Smeagol. Trust master. Come.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,65
GAMLING,Make way for the king.Make way for Theoden.Make way for the king.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,65
ARAGORN,"I am mortal. You are Elf-kind.It was a dream, Arwen.Nothing more.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,65
FRODO,"If something has happened to Boromir, we would have you tell us.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,64
THEODEN,"When last I looked......Theoden, not Aragorn, was King of Rohan.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,64
GOLLUM,Yes. There's a path......and some stairs.And then......a tunnel.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,64
ARAGORN,"F'ste, stille n',     f'ste, stille n'. Lac is drefed, gefr'gon.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,64
MERRY,Trees that could whisper......talk to each other......even move.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,64
UGLUK,"Get back, scum!The prisoners go to Saruman.Alive and unspoiled.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,63
GOLLUM,Cold be heart and hand and boneCold be travellers far from home,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,63
SARUMAN VOICE OVER,"Together, my Lord Sauron...... we shall rule this Middle-earth.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,63
ARGORN,Their pace has quickened.They must have caught our scent.Hurry!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,63
GANDALF,"Hmmm ,You     would not part an old man from his walking stick.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,63
GAMLING,"What of those who cannot fight, my lord?The women and children?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,63
MERRY,And what about Saruman? Have you come to a decision about him?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,62
MERRY,"I think we might have made a mistakeleaving the Shire, Pippin.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,62
GOLLUM,Then we stabs them out. Put out his eyeses and make him crawl.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,62
FARAMIR,lf there is need to go to Rivendell......send me in his stead.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,62
GOLLUM,Master should be resting.Master needs to keep up his strength.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,62
GIMLI,But there were two Hobbits.Did you see two Hobbits with them?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,61
EOMER,The Uruks are destroyed.We slaughtered them during the night.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,61
DENETHOR,Where is he? Where is Gondor's finest? Where's my first-born?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,61
SARUMAN,"Build a dam, block the streamwork the furnaces night and day.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,61
MERRY,"Pippin, everyone knows I'm the tall one.You're the short one.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,61
THEODEN,"So much death. , What can Men do against such reckless hate?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,60
SAM,"Now, Mr. Frodo, you shouldn't make fun. I was being serious.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,60
MERRY,No!You don't understand. We're Hobbits!Halflings!Shire-folk!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,60
MERRY,"Still, I suppose the view would be quite nice from up there.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,60
SAM,"It's very special, that.It's the best salt in all the Shire.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,60
GRISHNAKH,Go on.Call for help. Squeal.No one's going to save you now.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
FRODO,It's because we've been here before.We're going in circles.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
THEODEN,"Aragorn! Fall back to the Keep! Get your men out of there!,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
SARUMAN,Take back the lands they stole from you.Burn every village!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
SAM,"Where is he? Where has he gone? Hey, Gollum! Where are you?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
GANDALF VOICE OVER,Darkness took me......and I strayed out of thoughtand time.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
ARWEN,' i vethed... n' i onnad. Boe bedich go Frodo. Han b'd l'n.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
FARAMIR,"I think at last we understand one another, Frodo Baggins. ,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
BOROMIR,"No. My place is here with     my people. ,Not in Rivendell.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
ORC,We're not going no further......until we've had a breather.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
SMEAGOL,"To the Gate, to the Gate!To the Gate, the master says. Yes!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
TREEBEARD,There is always smoke rising......from lsengard these days.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
FARAMIR,"That's enough. ,Where     are you leading them? ,Answer me.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,59
EOMER,We left none alive.We piled the carcasses and burned them.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
GANDALF,"I will draw you, Saruman, as poison is drawn from a wound.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
SAM,Can't you hear yourself?Don't you know who you sound like?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
LEGOLAS,This forest is old.Very old.Full of memory......and anger.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
TREEBEARD,"Go to sleep.Away with you. ,Come, the forest is waking up.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
PIPPIN,Wait! Stop! Stop! Turn around. Turn around. Take us south.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
ARAGORN,"Edra le men, men na guil edwen. Haer o auth a n'r a naeth.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
THEODEN,They have broken through! The castle is breached. Retreat!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
GRIMA,"My lord, Gandalf the Grey is coming. He's a herald of woe.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,58
MERRY,"Longbottom Leaf. ,The finest pipe-weed in South Farthing.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,57
GIMLI,"Give me your name, horse-masterand I shall give you mine.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,57
